Category,Topic,Indicator,Year,Sex,Result,95% CI (L),95% CI (U),Unit,SE,Region
Mental health,Self-rated mental health,1. Excellent/very good,2020,Person,71.1,61.4,79.2,Per cent,4.6,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Person,71.4,67.7,74.9,Per cent,1.8,1
Mental health,Self-rated mental health,2. Good,2018,Female,21.3,12.7,33.5,Per cent,5.3,1
Mental health,Self-rated mental health,2. Good,2018,Female,28.0,23.9,32.4,Per cent,2.2,1
Mental health,Self-rated mental health,2. Good,2018,Male,20.9,13.6,30.6,Per cent,4.3,1
Mental health,Self-rated mental health,2. Good,2018,Male,26.5,22.1,31.4,Per cent,2.4,1
Mental health,Self-rated mental health,2. Good,2018,Person,21.1,15.2,28.6,Per cent,3.4,1
Mental health,Self-rated mental health,2. Good,2018,Person,24.8,19.4,31.1,Per cent,3.0,1
Mental health,Self-rated mental health,2. Good,2018,Person,25.7,21.2,30.8,Per cent,2.5,1
Mental health,Self-rated mental health,2. Good,2018,Person,27.2,24.2,30.5,Per cent,1.6,1
Mental health,Self-rated mental health,2. Good,2018,Person,27.8,23.2,32.9,Per cent,2.5,1
Mental health,Self-rated mental health,2. Good,2018,Person,32.0,20.6,46.1,Per cent,6.6,1
Mental health,Self-rated mental health,2. Good,2019,Female,29.9,26.4,33.6,Per cent,1.8,1
Mental health,Self-rated mental health,2. Good,2019,Male,29.3,25.3,33.6,Per cent,2.1,1
Mental health,Self-rated mental health,2. Good,2019,Person,23.5,19.6,27.9,Per cent,2.1,1
Mental health,Self-rated mental health,2. Good,2019,Person,27.3,23.8,31.0,Per cent,1.8,1
Mental health,Self-rated mental health,2. Good,2019,Person,29.6,27.0,32.4,Per cent,1.4,1
Mental health,Self-rated mental health,2. Good,2019,Person,31.4,26.9,36.3,Per cent,2.4,1
Mental health,Self-rated mental health,2. Good,2019,Person,37.7,26.9,49.9,Per cent,5.9,1
Mental health,Self-rated mental health,2. Good,2020,Female,18.4,14.5,23.1,Per cent,2.2,1
Mental health,Self-rated mental health,2. Good,2020,Female,28.1,23.8,32.9,Per cent,2.3,1
Mental health,Self-rated mental health,2. Good,2020,Male,23.2,18.8,28.3,Per cent,2.4,1
Mental health,Self-rated mental health,2. Good,2020,Male,28.7,24.0,34.0,Per cent,2.6,1
Mental health,Self-rated mental health,2. Good,2020,Person,17.4,11.5,25.3,Per cent,3.5,1
Mental health,Self-rated mental health,2. Good,2020,Person,20.8,17.8,24.2,Per cent,1.6,1
Mental health,Self-rated mental health,2. Good,2020,Person,28.4,25.1,31.9,Per cent,1.7,1
Mental health,Self-rated mental health,2. Good,2020,Person,28.7,16.8,44.5,Per cent,7.2,1
Mental health,Self-rated mental health,2. Good,2020,Person,29.8,24.7,35.5,Per cent,2.8,1
Mental health,Self-rated mental health,2. Good,2020,Person,31.4,26.3,36.9,Per cent,2.7,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Female,4.9,2.0,11.9,Per cent,2.3,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Female,18.5,15.0,22.6,Per cent,2.0,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Male,15.0,11.4,19.4,Per cent,2.0,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Person,6.2,3.7,10.1,Per cent,1.6,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Person,8.5,5.6,12.9,Per cent,1.8,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Person,15.3,11.8,19.6,Per cent,2.0,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Person,16.8,14.2,19.7,Per cent,1.4,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Person,17.0,13.3,21.6,Per cent,2.1,1
Mental health,Self-rated mental health,3. Fair/poor,2018,Person,28.8,17.9,42.9,Per cent,6.4,1
Mental health,Self-rated mental health,3. Fair/poor,2019,Female,20.3,17.2,23.8,Per cent,1.7,1
Mental health,Self-rated mental health,3. Fair/poor,2019,Male,13.3,10.4,17.0,Per cent,1.7,1
Mental health,Self-rated mental health,3. Fair/poor,2019,Person,12.0,8.8,16.0,Per cent,1.8,1
Mental health,Self-rated mental health,3. Fair/poor,2019,Person,15.6,12.8,18.9,Per cent,1.6,1
Mental health,Self-rated mental health,3. Fair/poor,2019,Person,17.0,14.8,19.5,Per cent,1.2,1
Mental health,Self-rated mental health,3. Fair/poor,2019,Person,18.6,15.0,23.0,Per cent,2.0,1
Mental health,Self-rated mental health,3. Fair/poor,2019,Person,21.9,13.3,33.9,Per cent,5.2,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Female,9.2,6.3,13.0,Per cent,1.7,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Female,23.8,19.5,28.8,Per cent,2.4,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Male,15.1,11.6,19.3,Per cent,2.0,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Person,7.7,5.9,10.1,Per cent,1.1,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Person,11.5,6.2,20.5,Per cent,3.5,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Person,17.6,14.0,21.9,Per cent,2.0,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Person,19.7,16.8,22.9,Per cent,1.6,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Person,20.4,16.0,25.5,Per cent,2.4,1
Mental health,Self-rated mental health,3. Fair/poor,2020,Person,39.6,25.6,55.7,Per cent,7.9,1
Mental health,Self-rated mental health,Fair/poor,2018,Male,7.4,4.1,13.1,Per cent,2.2,1
Mental health,Self-rated mental health,Fair/poor,2020,Male,6.2,4.2,9.2,Per cent,1.3,1
Nutrition,Fast food,Average fast food/month,2014,Female,2.7,2.3,3.0,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2014,Female,2.8,2.2,3.3,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2014,Male,2.7,2.2,3.2,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2014,Male,4.1,3.4,4.7,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2014,Person,2.7,2.4,3.0,Number,0.1,1
Nutrition,Fast food,Average fast food/month,2014,Person,3.5,3.0,4.0,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2015/16,Female,3.2,2.9,3.5,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2015/16,Female,3.3,2.8,3.9,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2015/16,Male,3.5,3.1,3.9,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2015/16,Male,5.2,4.2,3.1,Number,0.5,1
Nutrition,Fast food,Average fast food/month,2015/16,Person,3.4,3.1,3.8,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2015/16,Person,4.2,3.7,4.7,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2018,Female,3.3,2.8,3.8,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2018,Female,4.3,3.6,5.1,Number,0.4,1
Nutrition,Fast food,Average fast food/month,2018,Male,3.7,3.1,4.2,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2018,Male,5.4,4.5,6.4,Number,0.5,1
Nutrition,Fast food,Average fast food/month,2018,Person,3.5,3.1,3.9,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2018,Person,4.9,4.3,5.5,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2019,Female,4.2,3.6,4.7,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2019,Male,7.4,5.2,9.7,Number,1.1,1
Nutrition,Fast food,Average fast food/month,2019,Person,5.9,4.7,7.2,Number,0.6,1
Nutrition,Fast food,Average fast food/month,2020,Female,3.6,3.3,3.9,Number,0.1,1
Nutrition,Fast food,Average fast food/month,2020,Female,3.9,3.4,4.4,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2020,Male,4.6,4.0,5.2,Number,0.3,1
Nutrition,Fast food,Average fast food/month,2020,Male,5.8,4.7,6.9,Number,0.5,1
Nutrition,Fast food,Average fast food/month,2020,Person,4.1,3.8,4.4,Number,0.2,1
Nutrition,Fast food,Average fast food/month,2020,Person,4.9,4.3,5.6,Number,0.3,1
Nutrition,Fast food,Consumes fast food monthly,2011/12,Female,20.0,15.7,25.0,Per cent,2.4,1
Nutrition,Fast food,Consumes fast food monthly,2011/12,Male,22.0,17.5,27.2,Per cent,2.5,1
Nutrition,Fast food,Consumes fast food monthly,2011/12,Person,21.0,17.8,24.5,Per cent,1.7,1
Nutrition,Fast food,Consumes fast food monthly,2013/14,Female,23.4,18.5,29.1,Per cent,2.7,1
Nutrition,Fast food,Consumes fast food monthly,2013/14,Male,21.2,16.8,26.3,Per cent,2.4,1
Nutrition,Fast food,Consumes fast food monthly,2013/14,Person,22.3,18.9,26.1,Per cent,1.8,1
Nutrition,Fast food,Consumes fast food monthly,2014,Female,52.5,45.9,59.1,Per cent,3.4,1
Nutrition,Fast food,Consumes fast food monthly,2014,Male,30.6,25.1,36.9,Per cent,3.0,1
Nutrition,Fast food,Consumes fast food monthly,2014,Person,42.4,37.8,47.2,Per cent,2.4,1
Nutrition,Fast food,Consumes fast food monthly,2015/16,Female,26.2,20.8,32.5,Per cent,3.0,1
Nutrition,Fast food,Consumes fast food monthly,2015/16,Female,43.1,38.7,47.7,Per cent,2.3,1
Nutrition,Fast food,Consumes fast food monthly,2015/16,Male,19.3,14.9,24.5,Per cent,2.4,1
Nutrition,Fast food,Consumes fast food monthly,2015/16,Male,33.1,28.6,38.0,Per cent,2.4,1
Nutrition,Fast food,Consumes fast food monthly,2015/16,Person,22.7,19.1,26.8,Per cent,1.9,1
Nutrition,Fast food,Consumes fast food monthly,2015/16,Person,38.4,35.2,41.7,Per cent,1.7,1
Nutrition,Fast food,Consumes fast food monthly,2018,Female,34.1,29.7,38.8,Per cent,2.3,1
Nutrition,Fast food,Consumes fast food monthly,2018,Female,48.1,37.7,58.6,Per cent,5.4,1
Nutrition,Fast food,Consumes fast food monthly,2018,Male,30.5,26.0,35.4,Per cent,2.4,1
Nutrition,Fast food,Consumes fast food monthly,2018,Male,43.2,33.5,53.4,Per cent,5.1,1
Nutrition,Fast food,Consumes fast food monthly,2018,Person,32.3,29.1,35.7,Per cent,1.7,1
Nutrition,Fast food,Consumes fast food monthly,2018,Person,45.7,38.5,53.0,Per cent,3.7,1
Nutrition,Fast food,Consumes fast food monthly,2019,Female,31.9,28.3,35.8,Per cent,1.9,1
Nutrition,Fast food,Consumes fast food monthly,2019,Male,29.3,25.4,33.4,Per cent,2.0,1
Nutrition,Fast food,Consumes fast food monthly,2019,Person,30.5,27.9,33.3,Per cent,1.4,1
Nutrition,Fast food,Consumes fast food monthly,2020,Female,33.5,28.8,38.6,Per cent,2.5,1
Nutrition,Fast food,Consumes fast food monthly,2020,Female,40.9,35.6,46.5,Per cent,2.8,1
Nutrition,Fast food,Consumes fast food monthly,2020,Male,30.1,25.4,35.3,Per cent,2.5,1
Nutrition,Fast food,Consumes fast food monthly,2020,Male,35.6,30.3,41.3,Per cent,2.8,1
Nutrition,Fast food,Consumes fast food monthly,2020,Person,32.1,28.7,35.8,Per cent,1.8,1
Nutrition,Fast food,Consumes fast food monthly,2020,Person,38.2,34.4,42.2,Per cent,2.0,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Female,52.1,47.9,56.2,Per cent,2.1,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Female,58.0,51.7,64.1,Per cent,3.2,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Male,46.0,41.5,50.7,Per cent,2.3,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Male,64.9,59.0,70.4,Per cent,2.9,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Person,38.2,29.7,47.5,Per cent,4.6,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Person,47.2,41.7,52.7,Per cent,2.8,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Person,49.1,46.1,52.2,Per cent,1.6,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Person,52.2,47.5,56.8,Per cent,2.4,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Person,59.9,54.6,65.0,Per cent,2.7,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - fruit,2011/12,Person,61.5,57.1,65.6,Per cent,2.2,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - vegetables,2011/12,Female,14.4,11.7,17.4,Per cent,1.5,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - vegetables,2011/12,Female,34.1,28.7,40.1,Per cent,2.9,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - vegetables,2011/12,Male,8.2,5.9,11.3,Per cent,1.4,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - vegetables,2011/12,Male,30.7,25.5,36.5,Per cent,2.8,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - vegetables,2011/12,Person,11.4,9.5,13.5,Per cent,1.0,1
Nutrition,Meets dietary guideline,Meets 2003 guideline - vegetables,2011/12,Person,32.4,28.6,36.5,Per cent,2.1,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Female,58.4,54.0,62.8,Per cent,2.2,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Female,69.6,63.3,75.1,Per cent,3.0,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Male,46.1,41.3,50.9,Per cent,2.5,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Male,67.4,61.1,73.2,Per cent,3.1,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Person,46.7,40.3,53.1,Per cent,3.3,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Person,52.7,49.4,55.9,Per cent,1.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Person,53.0,48.1,57.8,Per cent,2.5,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Person,56.8,45.8,67.2,Per cent,5.5,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Person,62.0,57.3,66.5,Per cent,2.4,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2013/14,Person,68.5,64.1,72.5,Per cent,2.2,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Female,57.9,53.2,62.5,Per cent,2.4,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Female,74.2,68.2,79.4,Per cent,2.9,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Male,52.0,46.7,57.2,Per cent,2.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Male,66.8,59.9,73.0,Per cent,3.4,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Person,50.8,39.0,62.6,Per cent,6.1,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Person,52.2,45.0,59.2,Per cent,3.6,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Person,55.1,51.6,58.6,Per cent,1.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Person,56.0,50.7,61.2,Per cent,2.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Person,62.2,57.6,66.5,Per cent,2.3,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2015/16,Person,70.5,65.9,74.6,Per cent,2.2,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Female,43.2,38.7,47.8,Per cent,2.3,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Female,57.9,46.9,68.1,Per cent,5.5,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Male,42.7,37.7,48.0,Per cent,2.6,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Male,66.3,56.5,74.9,Per cent,4.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Person,35.8,30.7,41.1,Per cent,2.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Person,43.0,39.6,46.5,Per cent,1.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Person,45.5,40.2,50.9,Per cent,2.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Person,50.1,43.6,56.7,Per cent,3.4,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Person,50.8,37.2,64.3,Per cent,7.0,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2018,Person,62.0,54.6,68.9,Per cent,3.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Female,40.2,35.2,45.5,Per cent,2.6,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Female,64.8,59.4,69.9,Per cent,2.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Male,37.1,31.9,42.7,Per cent,2.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Male,53.9,47.6,60.1,Per cent,3.2,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Person,35.5,30.1,41.3,Per cent,2.9,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Person,35.9,30.6,41.6,Per cent,2.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Person,38.3,34.6,42.1,Per cent,1.9,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Person,42.0,27.9,57.7,Per cent,7.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Person,48.3,38.1,58.5,Per cent,5.3,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - fruit,2020,Person,59.3,55.1,63.5,Per cent,2.1,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2013/14,Female,4.7,2.8,7.6,Per cent,1.2,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2013/14,Female,12.3,9.9,15.1,Per cent,1.3,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2013/14,Male,2.7,1.4,5.5,Per cent,1.0,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2013/14,Male,3.2,2.0,5.2,Per cent,0.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2013/14,Person,3.7,2.5,5.5,Per cent,0.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2013/14,Person,8.1,6.6,9.8,Per cent,0.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2015/16,Female,7.8,4.5,13.3,Per cent,2.2,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2015/16,Female,12.6,9.8,16.0,Per cent,1.6,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2015/16,Male,3.5,2.2,5.4,Per cent,0.8,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2015/16,Male,3.8,1.8,7.7,Per cent,1.4,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2015/16,Person,5.8,3.7,9.0,Per cent,1.3,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2015/16,Person,8.3,6.6,10.3,Per cent,0.9,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2018,Female,6.5,3.4,12.0,Per cent,2.1,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2018,Female,9.2,7.1,11.8,Per cent,1.2,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2018,Male,2.1,1.2,3.6,Per cent,0.6,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2018,Person,3.9,2.2,6.8,Per cent,1.1,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2018,Person,5.7,4.5,7.2,Per cent,0.7,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2020,Female,2.8,1.5,5.1,Per cent,0.9,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2020,Female,9.3,6.9,12.4,Per cent,1.4,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2020,Male,2.5,1.1,5.3,Per cent,1.0,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2020,Male,2.6,1.3,5.0,Per cent,0.9,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2020,Person,2.7,1.7,4.2,Per cent,0.6,1
Nutrition,Meets dietary guideline,Meets 2013 guideline - vegetables,2020,Person,5.7,4.3,7.6,Per cent,0.8,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2014,Female,0.6,0.3,0.8,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2014,Female,0.8,0.5,1.1,Number,0.2,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2014,Male,0.7,0.5,0.9,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2014,Male,1.2,0.9,1.6,Number,0.2,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2014,Person,0.6,0.5,0.8,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2014,Person,1.0,0.8,1.3,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2015/16,Female,0.5,0.4,0.6,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2015/16,Female,0.8,0.6,1.0,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2015/16,Male,0.6,0.4,0.8,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2015/16,Male,1.3,1.0,1.5,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2015/16,Person,0.6,0.5,0.7,Number,0.0,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2015/16,Person,1.1,0.9,1.2,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2018,Female,0.3,0.2,0.5,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2018,Female,1.1,0.8,1.4,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2018,Male,0.4,0.3,0.6,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2018,Male,1.0,0.8,1.2,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2018,Person,0.4,0.3,0.5,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2018,Person,1.0,0.9,1.2,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2020,Female,0.5,0.3,0.6,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2020,Female,0.9,0.7,1.1,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2020,Male,0.5,0.4,0.7,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2020,Male,1.0,0.8,1.2,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2020,Person,0.5,0.4,0.6,Number,0.1,1
Nutrition,Sugar sweetened drinks,Average SSD cups/day,2020,Person,0.9,0.8,1.1,Number,0.1,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2011/12,Female,12.4,8.7,17.3,Per cent,2.2,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2011/12,Male,11.5,8.4,15.5,Per cent,1.8,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2011/12,Person,11.9,9.5,15.0,Per cent,1.4,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2013/14,Female,10.1,6.5,15.3,Per cent,2.2,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2013/14,Male,13.1,9.0,18.5,Per cent,2.4,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2013/14,Person,11.6,8.7,15.2,Per cent,1.6,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2014,Female,10.2,7.0,14.5,Per cent,1.9,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2014,Male,23.0,17.3,29.8,Per cent,3.2,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2014,Person,16.1,12.8,20.0,Per cent,1.8,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2015/16,Female,6.7,4.2,10.5,Per cent,1.6,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2015/16,Female,10.2,7.7,13.4,Per cent,1.5,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2015/16,Male,8.0,5.2,12.2,Per cent,1.7,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2015/16,Male,17.9,14.1,22.5,Per cent,2.1,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2015/16,Person,7.4,5.4,10.0,Per cent,1.2,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2015/16,Person,13.8,11.5,16.5,Per cent,1.3,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2018,Female,8.1,4.0,15.6,Per cent,2.8,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2018,Female,15.2,11.8,19.3,Per cent,1.9,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2018,Male,8.6,5.0,14.2,Per cent,2.3,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2018,Male,21.5,17.5,26.2,Per cent,2.2,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2018,Person,8.3,5.4,12.6,Per cent,1.8,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2018,Person,18.3,15.6,21.4,Per cent,1.5,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2020,Female,8.7,6.1,12.4,Per cent,1.6,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2020,Female,12.4,9.2,16.5,Per cent,1.8,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2020,Male,12.6,7.7,20.0,Per cent,3.1,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2020,Male,20.4,16.2,25.2,Per cent,2.3,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2020,Person,10.7,7.7,14.6,Per cent,1.7,1
Nutrition,Sugar sweetened drinks,Consumes SSD daily,2020,Person,16.3,13.6,19.4,Per cent,1.5,1
Oral health,Last visit to a dental professional,1. < 12 months,2018,Female,65.2,60.5,69.6,Per cent,2.3,1
Oral health,Last visit to a dental professional,1. < 12 months,2018,Female,81.0,71.7,87.8,Per cent,4.1,1
Oral health,Last visit to a dental professional,1. < 12 months,2018,Male,57.0,51.9,62.0,Per cent,2.6,1
Oral health,Last visit to a dental professional,1. < 12 months,2018,Male,86.2,79.3,91.1,Per cent,3.0,1
Oral health,Last visit to a dental professional,1. < 12 months,2018,Person,61.1,57.7,64.5,Per cent,1.7,1
Oral health,Last visit to a dental professional,1. < 12 months,2018,Person,83.6,78.0,88.0,Per cent,2.6,1
Oral health,Last visit to a dental professional,1. < 12 months,2020,Female,57.7,52.3,62.8,Per cent,2.7,1
Oral health,Last visit to a dental professional,1. < 12 months,2020,Female,77.1,72.0,81.5,Per cent,2.4,1
Oral health,Last visit to a dental professional,1. < 12 months,2020,Male,51.9,46.3,57.4,Per cent,2.9,1
Oral health,Last visit to a dental professional,1. < 12 months,2020,Male,72.2,65.6,78.0,Per cent,3.2,1
Oral health,Last visit to a dental professional,1. < 12 months,2020,Person,54.5,50.6,58.3,Per cent,2.0,1
